drug_name,drugbank_id,smpdb_id,pathway,category,uniprot_id
Calcium,DB01373,SMP0059738,Oxomemazine H1-Antihistamine Action,drug_action,P50148
Calcium,DB01373,SMP0059738,Oxomemazine H1-Antihistamine Action,drug_action,P05771
Calcium,DB01373,SMP0059710,Hydroxyethylpromethazine H1-Antihistamine Action,drug_action,Q9NQ66
Calcium,DB01373,SMP0059710,Hydroxyethylpromethazine H1-Antihistamine Action,drug_action,P59768
Calcium,DB01373,SMP0059710,Hydroxyethylpromethazine H1-Antihistamine Action,drug_action,P50148
Calcium,DB01373,SMP0059710,Hydroxyethylpromethazine H1-Antihistamine Action,drug_action,P05771
Magnesium cation,DB01378,SMP0000033,Methionine Metabolism,metabolic,Q96DP5
Magnesium cation,DB01378,SMP0000004,Glycine and Serine Metabolism,metabolic,O43175
Magnesium cation,DB01378,SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,P32754
Magnesium cation,DB01378,SMP0000123,Betaine Metabolism,metabolic,P49419
Magnesium cation,DB01378,SMP0000030,Oxidation of Branched-Chain Fatty Acids,metabolic,Q92968
Magnesium cation,DB01378,SMP0000030,Oxidation of Branched-Chain Fatty Acids,metabolic,P23786
Magnesium cation,DB01378,SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,Q9NZL9
Magnesium cation,DB01378,SMP0000045,Amino Sugar Metabolism,metabolic,Q06210
Magnesium cation,DB01378,SMP0000004,Glycine and Serine Metabolism,metabolic,O43175
Magnesium cation,DB01378,SMP0000004,Glycine and Serine Metabolism,metabolic,O43175
Magnesium cation,DB01378,SMP0000070,Riboflavin Metabolism,metabolic,Q969G6
Magnesium cation,DB01378,SMP0000045,Amino Sugar Metabolism,metabolic,Q06210
Magnesium cation,DB01378,SMP0000077,Piroxicam Action Pathway,drug_action,P19440
Magnesium cation,DB01378,SMP0000077,Piroxicam Action Pathway,drug_action,P20813
Magnesium cation,DB01378,SMP0000077,Piroxicam Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000004,Glycine and Serine Metabolism,metabolic,O43175
Magnesium cation,DB01378,SMP0000004,Glycine and Serine Metabolism,metabolic,O43175
Magnesium cation,DB01378,SMP0000004,Glycine and Serine Metabolism,metabolic,O43175
Magnesium cation,DB01378,SMP0000010,Nucleotide Sugars Metabolism,metabolic,Q16851
Magnesium cation,DB01378,SMP0000543,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,Q6UB35
Magnesium cation,DB01378,SMP0000017,Vitamin B6 Metabolism,metabolic,O00764
Magnesium cation,DB01378,SMP0000099,Lovastatin Action Pathway,drug_action,Q03426
Magnesium cation,DB01378,SMP0000099,Lovastatin Action Pathway,drug_action,Q15125
Magnesium cation,DB01378,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P21108
Magnesium cation,DB01378,SMP0000009,Ammonia Recycling,metabolic,P08243
Magnesium cation,DB01378,SMP0000089,Pravastatin Action Pathway,drug_action,Q03426
Magnesium cation,DB01378,SMP0000089,Pravastatin Action Pathway,drug_action,Q15125
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000301,Esmolol Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000299,Betaxolol Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000099,Lovastatin Action Pathway,drug_action,Q03426
Magnesium cation,DB01378,SMP0000099,Lovastatin Action Pathway,drug_action,Q15125
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,P11712
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,Q13087
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,O60656
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,P54709
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,P22460
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,Q14654
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,Q92736
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,Q9NQ66
Magnesium cation,DB01378,SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,P09493
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000302,Metoprolol Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,P50993
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,P54709
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,P48549
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,Q12959
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,Q5I7T1
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,O00180
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,Q13884
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,P26678
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000378,Isradipine Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,Q9Y6J6
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,Q02641
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,P51787
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,Q09428
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,P32418
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,P26678
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000325,Disopyramide Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P08684
Magnesium cation,DB01378,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,B7ZKV8
Magnesium cation,DB01378,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P22460
Magnesium cation,DB01378,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,Q02641
Magnesium cation,DB01378,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P62158
Magnesium cation,DB01378,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P19429
Magnesium cation,DB01378,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000117,Pamidronate Action Pathway,drug_action,Q03426
Magnesium cation,DB01378,SMP0000117,Pamidronate Action Pathway,drug_action,O75845
Magnesium cation,DB01378,SMP0000630,Tenofovir Metabolism Pathway,drug_metabolism,P15531
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,P50993
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,P54709
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,P48549
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,Q12959
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,Q14654
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,Q14524
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,Q9NY47
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,P26678
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000332,Ibutilide Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000635,Valproic Acid Metabolism Pathway,drug_metabolism,Q08AH1
Magnesium cation,DB01378,SMP0000104,Indomethacin Action Pathway,drug_action,Q16873
Magnesium cation,DB01378,SMP0000104,Indomethacin Action Pathway,drug_action,P10632
Magnesium cation,DB01378,SMP0000104,Indomethacin Action Pathway,drug_action,P0C869
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000298,Atenolol Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,P50993
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,P54709
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,P48549
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,Q12959
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,Q5I7T1
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,O00180
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,Q13884
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,P26678
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000359,Diltiazem Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000430,Thioguanine Action Pathway,drug_action,P50583
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000659,Timolol Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,P05023
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,P14415
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,P48050
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,P22460
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,Q12809
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,O60706
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,Q9NY47
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,P26678
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000329,Mexiletine Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,P50993
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,P54709
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,P48549
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,Q12959
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,Q5I7T1
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,O00180
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,Q13884
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,P26678
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000376,Amlodipine Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,P50993
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,P54709
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,P48549
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,Q12959
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,Q5I7T1
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,O00180
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,Q13884
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,P26678
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000380,Nimodipine Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000107,Zoledronate Action Pathway,drug_action,Q03426
Magnesium cation,DB01378,SMP0000107,Zoledronate Action Pathway,drug_action,O75845
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,P50993
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,P54709
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,P48549
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,Q12959
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,Q5I7T1
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,O00180
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,Q13884
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,P26678
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000381,Nisoldipine Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000111,Cerivastatin Action Pathway,drug_action,Q03426
Magnesium cation,DB01378,SMP0000111,Cerivastatin Action Pathway,drug_action,Q15125
Magnesium cation,DB01378,SMP0000603,Gemcitabine Metabolism Pathway,drug_metabolism,Q9HAS3
Magnesium cation,DB01378,SMP0000603,Gemcitabine Metabolism Pathway,drug_metabolism,Q7LG56
Magnesium cation,DB01378,SMP0000603,Gemcitabine Metabolism Pathway,drug_metabolism,P32321
Magnesium cation,DB01378,SMP0000443,Teniposide Action Pathway,drug_action,P05164
Magnesium cation,DB01378,SMP0000114,Nabumetone Action Pathway,drug_action,P19440
Magnesium cation,DB01378,SMP0000114,Nabumetone Action Pathway,drug_action,P20813
Magnesium cation,DB01378,SMP0000114,Nabumetone Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000098,Ketorolac Action Pathway,drug_action,P19440
Magnesium cation,DB01378,SMP0000098,Ketorolac Action Pathway,drug_action,P20813
Magnesium cation,DB01378,SMP0000098,Ketorolac Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000706,Tenoxicam Action Pathway,drug_action,P19440
Magnesium cation,DB01378,SMP0000706,Tenoxicam Action Pathway,drug_action,P20813
Magnesium cation,DB01378,SMP0000706,Tenoxicam Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000096,Celecoxib Action Pathway,drug_action,P23219
Magnesium cation,DB01378,SMP0000096,Celecoxib Action Pathway,drug_action,O14684
Magnesium cation,DB01378,SMP0000096,Celecoxib Action Pathway,drug_action,Q7Z449
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000660,Sotalol Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000704,Tolmetin Action Pathway,drug_action,P19440
Magnesium cation,DB01378,SMP0000704,Tolmetin Action Pathway,drug_action,P20813
Magnesium cation,DB01378,SMP0000704,Tolmetin Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000658,Carteolol Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000087,Rofecoxib Action Pathway,drug_action,P07203
Magnesium cation,DB01378,SMP0000087,Rofecoxib Action Pathway,drug_action,P34913
Magnesium cation,DB01378,SMP0000087,Rofecoxib Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000077,Piroxicam Action Pathway,drug_action,P19440
Magnesium cation,DB01378,SMP0000077,Piroxicam Action Pathway,drug_action,P20813
Magnesium cation,DB01378,SMP0000077,Piroxicam Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000432,Methotrexate Action Pathway,drug_action,P13995
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000307,Propranolol Action Pathway,drug_action,Q14643
Magnesium cation,DB01378,SMP0000696,Fenoprofen Action Pathway,drug_action,P19440
Magnesium cation,DB01378,SMP0000696,Fenoprofen Action Pathway,drug_action,P20813
Magnesium cation,DB01378,SMP0000696,Fenoprofen Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000116,Valdecoxib Action Pathway,drug_action,P07203
Magnesium cation,DB01378,SMP0000116,Valdecoxib Action Pathway,drug_action,P34913
Magnesium cation,DB01378,SMP0000116,Valdecoxib Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000052,Beta Oxidation of Very Long Chain Fatty Acids,metabolic,Q9UBJ2
Magnesium cation,DB01378,SMP0000052,Beta Oxidation of Very Long Chain Fatty Acids,metabolic,Q92968
Magnesium cation,DB01378,SMP0000093,Diclofenac Action Pathway,drug_action,P07203
Magnesium cation,DB01378,SMP0000093,Diclofenac Action Pathway,drug_action,P34913
Magnesium cation,DB01378,SMP0000093,Diclofenac Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,P13637
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,B7ZKV8
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,P48544
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,P51787
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,Q09428
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,P32418
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,Q13424
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,Q92736
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,P62158
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,P19237
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,P48788
Magnesium cation,DB01378,SMP0000368,Labetalol Action Pathway,drug_action,O43497
Magnesium cation,DB01378,SMP0000094,Sulindac Action Pathway,drug_action,P19440
Magnesium cation,DB01378,SMP0000094,Sulindac Action Pathway,drug_action,P20813
Magnesium cation,DB01378,SMP0000094,Sulindac Action Pathway,drug_action,P98187
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,Q13733
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,P54710
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,Q9UK17
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,P15382
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,Q15842
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,Q9Y3Q4
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,Q13936
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,P16615
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,Q15746
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,P13805
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,P45378
Magnesium cation,DB01378,SMP0000300,Bisoprolol Action Pathway,drug_action,Q14643
